;entities
2330;['FACILITY: Magasin du Nord']
2331;['FACILITY: Kastellet']
2332;['EVENT: julefrokosten', 'PERCENT: 86 %', 'CARDINAL: en tredjedel']
2333;['LOCATION: Balearerne', 'LOCATION: Sønderjylland', 'PERCENT: tusind procent']
2334;['PERSON: Helle Lehmann Hedegaard']
2335;['LAW: § 5 i økologiloven']
2336;['DATE: 3 år', 'GPE: Maribo', 'DATE: 2022']
2337;['NORP: danske', 'QUANTITY: 7 meter']
2338;['LANGUAGE: arabisk', 'QUANTITY: halvfems kilometer', 'DATE: 11. December 2001']
2339;['WORK OF ART: Mesteren og Margarita', 'NORP: dansker', 'LOCATION: Knudeklint']
2340;['PRODUCT: Eva Lysestage ']
2341;['PERSON: Suzanna Brøgger', 'LANGUAGE: danish']
2342;['GPE: Cypern', 'PERSON: @tobiasmoeller213', 'GPE: Sydals']
2343;['PERSON: Muhammed T. Alici']
2344;['MONEY: 67 kr.', 'WORK OF ART: Familien fra Bryggen', 'PERSON: Mert G.']
2345;['QUANTITY: 96 meter', 'LOCATION: Lanzarote']
2346;['LANGUAGE: færøsk', 'ORGANIZATION: Glostrup kommunes']
2347;['PERSON: Kalle Vendelboe', 'QUANTITY: 96 L', 'QUANTITY: 203 milligram', 'NORP: Liberal Alliance']
2348;['LAW: LOV nr 1430', 'PERCENT: 54.96 %', 'EVENT: Cyklonen Nagir']
2349;"[""ORGANIZATION: Dagli' Brugsen""]"
2350;['ORGANIZATION: AUs {university}']
2351;['PERSON: Filip Kluge Bendtsen', 'TIME: i morges']
2352;['LOCATION: Skandinavien', 'DATE: 22. Oktober 1999', 'PERSON: Sofia Joensens']
2353;['FACILITY: Holger Danske {monument}', 'PERCENT: atten procent']
2354;['NORP: danske', 'MONEY: 259kr', 'PERSON: Lars Løkke Rasmussen']
2355;['PERSON: Milans']
2356;['GPE: Kirke Hyllinges']
2357;['GPE: Vietnams', 'EVENT: coronapandemien']
2358;['LOCATION: Vesteuropa']
2359;['ORGANIZATION: Disney', 'MONEY: 76 $']
2360;['GPE: Letland', 'ORGANIZATION: Power A/S {electronics company}']
2361;['PRODUCT: Aben {wooden figure}']
2362;['MONEY: 5690 kr']
2363;['DATE: 10-årig']
2364;['NORP: Liberal Alliance (LA)', 'GPE: Bangladesh']
2365;['GPE: Sabro', 'PERSON: Agnes', 'PERCENT: 57 %']
2366;['CARDINAL: 3']
2367;['PERSON: Kamal Vilhelmsen']
2368;['PERSON: Arne Eriksen', 'PERSON: Allis C.', 'LANGUAGE: tysk']
2369;"[""DATE: 90'erne""]"
2370;['TIME: i morges']
2371;['GPE: Dortmund']
2372;['FACILITY: Kanonbådsskurene']
2373;['PRODUCT: Telescopic Mascara Black', 'TIME: i går morges']
2374;['PERCENT: 65 %', 'NORP: polakker']
2375;['LANGUAGE: svensk']
2376;['ORGANIZATION: OBs {football team}', 'ORDINAL: sjette']
2377;['ORGANIZATION: Justitsministeriet', 'GPE: Nepal']
2378;['QUANTITY: 323 km', 'FACILITY: E2 {highway}']
2379;['NORP: Moderaterne (M)', 'MONEY: en krona']
2380;['LOCATION: Langeland', 'QUANTITY: 259 gram']
2381;['LOCATION: Kreta']
2382;['MONEY: 7690danske kroner']
2383;['LOCATION: Sjælland', 'PERCENT: tres procent']
2384;['EVENT: nytår']
2385;['DATE: 1981']
2386;['GPE: Denmark', 'PRODUCT: ThinkPad']
2387;['GPE: Prag']
2388;['PERSON: Kathe Klitgaard Rytters']
2389;['FACILITY: vårø isvej', 'ORGANIZATION: Fortuna Hjørring']
2390;['PERSON: Thorkild']
2391;['LAW: Jim Crow-lovene']
2392;['EVENT: Eurovision {singing contest}', 'PERCENT: 31.11%']
2393;['LAW: Komitéloven']
2394;['LOCATION: Sønderjylland']
2395;['QUANTITY: 178 KM', 'CARDINAL: 4', 'QUANTITY: 295 mm']
2396;['PERCENT: 65 %']
2397;['EVENT: klimatopmødet COP24']
2398;['PERSON: Obamas']
2399;['ORGANIZATION: Syddansk Universitet', 'ORGANIZATION: FB {facebook}']
2400;['DATE: Tirsdag, 20. Oktober 1992']
2401;['FACILITY: bodøvej', 'QUANTITY: 337 g', 'PERSON: Arthurs']
2402;['GPE: Sofias', 'MONEY: 68kr.']
2403;"['WORK OF ART: Afdeling Q-filmene', 'DATE: 30-03-71', 'ORGANIZATION: Elgiganten A/S', 'PERSON: Gunnar ""Nu"" Hansen']"
2404;['ORGANIZATION: Andel Energi']
2405;['ORGANIZATION: TV2|DANMARK', 'PERCENT: atten procent']
2406;['LANGUAGE: tysk']
2407;['FACILITY: Isbjerget {apartment complex}', 'ORGANIZATION: Salling Group', 'PERCENT: 90 %']
2408;['MONEY: en krone']
2409;['PERSON: Felix Boisens', 'ORGANIZATION: Egedal kommune', 'PERCENT: 10 %']
2410;['WORK OF ART: Kom Tilbage Nu', 'PERCENT: halvfems procent', 'GPE: Auning']
2411;['DATE: Fredag, 31. Maj 2002']
2412;['GPE: Ry']
2413;['PERSON: Augusta Albertsen', 'PERSON: Mitzi']
2414;['MONEY: halvtreds tusinde KR', 'LOCATION: Arresø']
2415;['PERSON: Yvonne Damsgaards', 'DATE: Marts', 'PERSON: Naya']
2416;"[""EVENT: MGP 2006 {children's singing contest}""]"
2417;['LANGUAGE: burmesisk']
2418;['PERCENT: 66%', 'ORGANIZATION: Aarhus Universitet']
2419;['WORK OF ART: Don Quixote', 'MONEY: 35 pesos']
2420;['GPE: Danmark', 'LANGUAGE: portugisisk']
2421;['MONEY: ti tusinde kr.', 'PERSON: Conni Voss']
2422;['WORK OF ART: Ex on the Beach', 'GPE: Rønde', 'PERSON: Agnete O. Ankjærs']
2423;['LANGUAGE: dansk']
2424;['PERSON: Lystrups', 'PERSON: James Bonds']
2425;['CARDINAL: 6', 'MONEY: 14kroner', 'PERCENT: 77 %', 'PRODUCT: Ægget {chair}']
2426;['CARDINAL: 1']
2427;['GPE: Ungarn', 'DATE: et år', 'FACILITY: Industrivej']
2428;['ORGANIZATION: Roskilde Universitet']
2429;['GPE: Holbæk', 'LANGUAGE: hindi', 'ORGANIZATION: Designskolen', 'ORGANIZATION: Saxo-Instituttet']
2430;['TIME: formiddag', 'FACILITY: Helligåndskirken', 'MONEY: 30 kr.', 'PERSON: Sille Merrilds']
2431;['PERSON: Giulia Carlsen', 'QUANTITY: tre tusinde gram', 'GPE: Espergærde']
2432;['ORDINAL: anden']
2433;['PERSON: J.C. Christensen', 'TIME: i morges']
2434;['PERSON: Mason Block Højgaards']
2435;['PERSON: Lise Lundsgaard Pilgaards']
2436;['FACILITY: Rosenborg Slot', 'WORK OF ART: Like a Rolling Stone']
2437;['LOCATION: Middelhavet']
2438;['GPE: Canada']
2439;['PERCENT: 29%']
2440;['ORGANIZATION: Aarhus Universitet']
2441;['ORGANIZATION: Telia']
2442;['GPE: Padborg']
2443;['PERCENT: 4.34 %']
2444;['LOCATION: Sjælland', 'LANGUAGE: dansk']
2445;['PRODUCT: Tuborg Classic', 'QUANTITY: 275 liter']
2446;['PERSON: Otto Q. Fabricius', 'ORDINAL: 22.']
2447;['NORP: tyske']
2448;['PERSON: Mira']
2449;['WORK OF ART: Pac-Man', 'MONEY: 295kr']
2450;['LAW: kildeskatteloven', 'PERSON: Kais', 'DATE: tolvårig']
2451;['PRODUCT: Rubiks terning', 'FACILITY: Taj Mahal']
2452;['LOCATION: de Canariske øer']
2453;['QUANTITY: 72 kilogram', 'PERSON: Mark Ebbesen Schmidt']
2454;['ORGANIZATION: Coca-Colas']
2455;['PERCENT: 82%', 'PRODUCT: Eva Lysestage ', 'ORDINAL: 4.']
2456;['FACILITY: Kramboden', 'PERCENT: halvfems procent']
2457;['GPE: Viby', 'NORP: danskere']
2458;['PERSON: Pontoppidan', 'WORK OF ART: Lykke-Per']
2459;['TIME: om natten', 'EVENT: Halloween']
2460;['MONEY: 7417kr.']
2461;['MONEY: 1 krone', 'MONEY: 108 kroner', 'FACILITY: Karensminde Frugtplantage']
2462;['PRODUCT: Click Mix {candy}', 'MONEY: en krone']
2463;['GPE: Randers']
2464;['WORK OF ART: Nattevagten']
2465;['PERSON: Abdirahman Rask']
2466;['LOCATION: Fyn']
2467;['PERCENT: 88%']
2468;['WORK OF ART: Lykke-Per', 'ORGANIZATION: The Guardian']
2469;['PERSON: Ronja E. Kirk']
2470;['LOCATION: Yangtze', 'NORP: vietnamesere']
2471;['ORGANIZATION: Randers {football team}']
2472;['LOCATION: Midt- og Vestjylland']
2473;['QUANTITY: 109 m^3', 'CARDINAL: en tredjedel']
2474;['MONEY: DKK161', 'QUANTITY: 161liter']
2475;['LOCATION: Lolland-Falster']
2476;['EVENT: PFA-sagen {finance scandal}']
2477;['PERCENT: seks procent']
2478;['PERSON: Martin Jensen']
2479;['CARDINAL: 30000', 'WORK OF ART: Familien fra Bryggen']
2480;['GPE: Taastrup', 'LOCATION: Varde Å']
2481;['GPE: Syriens', 'ORGANIZATION: folketinget', 'DATE: 11. December 2001']
2482;['LOCATION: Arresø', 'ORDINAL: 23.']
2483;['LOCATION: Syddanmark', 'DATE: 04. November 1996']
2484;['CARDINAL: 100', 'CARDINAL: to']
2485;['PERCENT: 75 %']
2486;['DATE: to måneder']
2487;['WORK OF ART: Need of Speed Underground']
2488;['QUANTITY: 7360 kg', 'WORK OF ART: Forbrydelsen']
2489;['PERSON: Asbjørns']
2490;['LOCATION: Jylland']
2491;['TIME: kl. 14.10']
2492;['PERSON: Oliver Berger Thuesens', 'FACILITY: Vestergade 23']
2493;['WORK OF ART: Rødby-Puttgarden']
2494;['WORK OF ART: Sunflower', 'QUANTITY: 25 liter']
2495;"[""DATE: 1950'erne"", 'QUANTITY: 55 mg']"
2496;['WORK OF ART: Badehotellet']
2497;['LOCATION: Gribskov']
2498;['GPE: Nuuk', 'NORP: danske', 'GPE: Usbekistan', 'PERSON: Valentyna Daugaard']
2499;['PRODUCT: Emma Electric Kettle', 'GPE: Høje Taastrup']
2500;['NORP: norske']
2501;['ORGANIZATION: KiMs', 'GPE: Greves']
2502;['QUANTITY: 25 liter', 'PERSON: Li']
2503;['ORDINAL: 13.']
2504;['GPE: DK {country}', 'PERCENT: 5 %']
2505;['PRODUCT: Chromecast', 'GPE: Danmark']
2506;['WORK OF ART: Stay {song}', 'QUANTITY: 244 meter']
2507;['PERSON: Pippi Langstrømpes']
2508;['QUANTITY: 113 milliliter']
2509;['TIME: om natten', 'NORP: Venstre (V)']
2510;['PERCENT: 18 %']
2511;['GPE: Albanien']
2512;['ORGANIZATION: VIA University College']
2513;['ORGANIZATION: Matas', 'PERCENT: 63%']
2514;['PERSON: Olafs', 'DATE: Mandag']
2515;['QUANTITY: 34centiliter', 'PERCENT: 69 %', 'ORDINAL: tredje']
2516;"[""EVENT: Skyderiet i Field's 2022""]"
2517;['PERSON: Marian Lorenzen']
2518;['WORK OF ART: En Verden Udenfor']
2519;['PERCENT: halvtreds procent', 'PERSON: Sarah O.', 'PERSON: Gurli Gris']
2520;['EVENT: FindersKeepers designmarked']
2521;['PERSON: Bente Emma']
2522;['DATE: 15/05/96', 'PERSON: Friggs']
2523;['CARDINAL: 10039', 'PERSON: Adam', 'PERCENT: 18 %']
2524;['DATE: December', 'PRODUCT: Gytha gås {decoration}', 'PRODUCT: PS5']
2525;['FACILITY: øgavl {road}']
2526;['ORGANIZATION: Sage', 'PRODUCT: Barista Pro']
2527;['PERSON: Dorrit Madsen Munk']
2528;['LOCATION: Stillehavet', 'NORP: danskere']
2529;['MONEY: 308 danske kroner', 'MONEY: 30kroner']
2530;['NORP: tysk', 'LOCATION: Atlanterhavet']
2531;['EVENT: Aarhus festuge', 'ORGANIZATION: Katjes', 'PRODUCT: Salte Fisk']
2532;['PERSON: Keld Beck', 'CARDINAL: to']
2533;['PERCENT: 95 %']
2534;['QUANTITY: 313 t', 'GPE: Ringkøbings']
2535;['PERCENT: 94 %', 'LOCATION: Falster']
2536;['PERSON: Ronald Adrian Ovesen', 'MONEY: en krone']
2537;['GPE: Rusland']
2538;['GPE: Odense']
2539;['PERSON: Nicky V. Olsen']
2540;['PERSON: @chriseriksen8s']
2541;['PERCENT: 33.13 %']
2542;['WORK OF ART: Sygeplejeskolen {tv series}', 'ORGANIZATION: CIAs', 'WORK OF ART: Final Fantasy', 'PERCENT: 16%']
2543;['PERSON: May-Britt Clausen', 'CARDINAL: en fjerdedel']
2544;['LOCATION: Limfjorden', 'LOCATION: Lolland']
2545;['DATE: 09/09/05']
2546;['CARDINAL: tolv', 'LOCATION: Fuerteventura', 'WORK OF ART: Monopoly']
2547;['NORP: muslimsk', 'PERSON: Jannik', 'TIME: eftermiddag']
2548;['PERCENT: 98%', 'TIME: i aftes']
2549;['DATE: 11/02/05']
2550;['PERSON: Holbergs', 'WORK OF ART: Erasmus Montanus']
2551;['PERSON: Albert']
2552;['ORGANIZATION: Huawei', 'PERSON: Liselotte Z. Truelsen']
2553;['PERCENT: 45 %']
2554;['PERSON: Susanne Bier', 'FACILITY: Silkeborgtunnellen', 'NORP: Moderaterne']
2555;['PRODUCT: ThinkPad', 'FACILITY: Hans Hartvig Seedorffs Stræde', 'GPE: Haiti']
2556;['QUANTITY: 163 cm']
2557;['PERSON: Benny Grams']
2558;['PERSON: Natalie']
2559;['LOCATION: Nordeuropa']
2560;['FACILITY: E47 {highway}', 'WORK OF ART: Kapringen']
2561;['PERSON: Veronica Ahmad Schultz']
2562;['PERSON: Silke Christophersen']
2563;['DATE: 05/11/11', 'ORDINAL: 21.', 'PERSON: Alina Holmelund']
2564;['WORK OF ART: The Godfather', 'PERSON: Dennis R.']
2565;['PRODUCT: Kaleem Crop Blazer']
2566;['DATE: September']
2567;['PRODUCT: Thermoball Traction Winter Mules', 'NORP: ateister']
2568;['DATE: et år']
2569;['DATE: idag']
2570;['LAW: naturbeskyttelseslovens § 60 a']
2571;['LANGUAGE: tysk']
2572;['PERSON: Regitze', 'MONEY: firs millioner kr']
2573;['WORK OF ART: Blå mænd']
2574;['PERSON: Thit Jensen', 'ORGANIZATION: SønderjyskE {handball team}', 'TIME: 12.30 - 14.15']
2575;['NORP: Nye Borgerlige']
2576;['PERCENT: 26 %', 'WORK OF ART: The Legend of Zelda', 'PERSON: Markus Erichsen']
2577;['TIME: kl 06.48', 'PERCENT: 16 %']
2578;['GPE: Manchester', 'PERCENT: tre procent', 'TIME: 90 minutter']
2579;['LOCATION: Bornholm', 'LOCATION: Carbien']
2580;['PERCENT: fem procent', 'TIME: om dagen', 'DATE: syv år']
2581;['LANGUAGE: thai']
2582;['PERSON: Janne G. Rasmussens', 'MONEY: firs DKK']
2583;['WORK OF ART: Super Mario Bros 3']
2584;['FACILITY: Vor Frue Kirke - Københavns Domkirke', 'GPE: Munkebos']
2585;['PERCENT: tre procent']
2586;['GPE: Horsens', 'NORP: dansker', 'LOCATION: Syd- og Sønderjylland']
2587;['ORGANIZATION: Stiftstidendes']
2588;['PERSON: Josephine Skriver']
2589;['ORGANIZATION: landsretternes']
2590;['NORP: danske', 'QUANTITY: 2599meter', 'DATE: Lørdag', 'QUANTITY: 96millimeter']
2591;['PERCENT: 26%']
2592;['MONEY: 55dkk', 'PERSON: Mike Brandt Johnsen', 'PRODUCT: Barbie drømmecamper-eventyr', 'ORGANIZATION: Buzzfeed']
2593;['NORP: indere', 'FACILITY: Svendborgsundbroen']
2594;['TIME: to minutter', 'MONEY: 55 kr.', 'PERSON: Felix Boisen']
2595;['LOCATION: Syddanmark']
2596;['QUANTITY: sytten meter']
2597;['ORGANIZATION: Shell']
2598;['GPE: Rudkøbing']
2599;['LANGUAGE: fransk', 'FACILITY: Korsbrødregården', 'GPE: Prags']
2600;['GPE: København', 'DATE: 30-01-02']
2601;['PERCENT: 75%', 'WORK OF ART: En Dag Tilbage']
2602;['EVENT: Mortens aften {holiday celebration}']
2603;['GPE: Horsens', 'GPE: Hasselager']
2604;['LANGUAGE: dansk']
2605;['EVENT: Roskilde Festival']
2606;['LOCATION: Esrum Sø']
2607;['MONEY: 5690pund', 'PERSON: Lukas Graham', 'WORK OF ART: Søndagsbarn']
2608;['PERSON: Anne-Sofie Hjorth Villumsens']
2609;['PERCENT: 39 %', 'PERCENT: 38%', 'PERSON: Dan Jørgensen', 'NORP: (A)']
2610;['PERSON: Tue', 'PERSON: Josef']
2611;['NORP: Venstre, Danmarks Liberale Parti', 'MONEY: €234', 'CARDINAL: 1']
2612;['PERSON: Mohamad Y. Simonsen', 'ORGANIZATION: Netto']
2613;['NORP: hinduistiske trossamfund', 'QUANTITY: 224meter']
2614;['FACILITY: Lighthouse', 'CARDINAL: to']
2615;['PERSON: Sif Due Yilmaz']
2616;['PERCENT: 97.0 %']
2617;['WORK OF ART: Midt i en jazztid']
2618;['QUANTITY: fjorten hundrede cl']
2619;['MONEY: dkk4329']
2620;['WORK OF ART: Under sandet', 'NORP: polsk', 'EVENT: Nytårsfest for singler #25-58 år']
2621;['PERSON: Tarik H. Lassen']
2622;['ORGANIZATION: Danmarks Medie- og Journalisthøjskole']
2623;['DATE: 22. Februar 2000']
2624;['NORP: muslimer', 'QUANTITY: 58L']
2625;['MONEY: 234 kroner', 'CARDINAL: 56']
2626;['FACILITY: Stevnsfortet']
2627;['PERSON: Sandra']
2628;['LAW: Grundloven']
2629;['WORK OF ART: Uden Forsvar']
2630;['ORGANIZATION: hayus', 'FACILITY: Notre Dame', 'EVENT: Sciencesjov {science fair}']
2631;['EVENT: Distortion {music festival}', 'LANGUAGE: yoruba']
2632;['ORGANIZATION: Los Angeles Rams', 'PERSON: Rasmussen']
2633;['QUANTITY: 213 centimeter', 'LOCATION: Rocky Mountains', 'PERSON: Sidsel O. Jeppesens']
2634;['FACILITY: Kratgården', 'PERSON: Simona Ahmed Thomasen']
2635;['CARDINAL: en fjerdedel']
2636;['MONEY: 109 kr']
2637;['PERSON: Alexandra']
2638;['PERSON: Silke Christophersen', 'EVENT: Irakkrigen', 'MONEY: 7690DKK']
2639;['FACILITY: Målev flyveplads', 'QUANTITY: 96 L']
2640;['EVENT: Den franske revolution']
2641;['DATE: overmorgen']
2642;['FACILITY: Burj Khalifa', 'LOCATION: Nordjylland', 'GPE: Skovlunde']
2643;['PERCENT: 32 %']
2644;['PERCENT: 75%', 'MONEY: firs DKK', 'PERSON: @andershemmingsendk']
2645;['PRODUCT: VitaBoost Blender MMBH6P6B']
2646;['PERSON: Jannie', 'GPE: Malaysia']
2647;['DATE: 06. August 2013', 'PERCENT: 66%', 'PERCENT: ti procent']
2648;['DATE: igår']
2649;['PERCENT: firs procent', 'GPE: Indiens', 'LAW: værgemålslovens § 5']
2650;['EVENT: Den Kolde Krig', 'ORDINAL: 18.']
2651;['LOCATION: Råbjerg Mile', 'TIME: i aften']
2652;['GPE: Høje Taastrup', 'PERSON: Karl G. Mikkelsens', 'ORGANIZATION: Danmarks Radio', 'MONEY: firs danske kroner']
2653;['DATE: 9 måneder', 'LANGUAGE: vietnamesisk']
2654;['GPE: Brasilien']
2655;['FACILITY: Østergade 76', 'PERSON: Sana']
2656;['PRODUCT: Titanium Chef Baker XL', 'DATE: Marts']
2657;['FACILITY: Haughus Gods']
2658;['MONEY: en krone', 'PERSON: Hanne-Vibeke Holst', 'WORK OF ART: Undskyldningen']
2659;['QUANTITY: 244 meter']
2660;['PRODUCT: Nintendo Switch']
2661;['QUANTITY: 4 °c']
2662;['PERSON: Therese Ladefogeds', 'GPE: Esbjergs']
2663;['ORDINAL: 1.']
2664;['EVENT: Oklahoma City-Bombningen']
2665;['MONEY: 9678kr.']
2666;['FACILITY: Nicolinehus', 'PERSON: DJ Snakes', 'WORK OF ART: Lean On']
2667;['LAW: retsplejelovens § 834, stk. 1, nr. 2 ', 'NORP: dansker']
2668;['QUANTITY: 2597 g']
2669;['PERSON: Hans Christian Andersen']
2670;['NORP: dansk']
2671;['GPE: Esbjerg']
2672;['PRODUCT: Påfuglestolen']
2673;['FACILITY: Morten Olsens Allé', 'MONEY: 5081kr']
2674;['NORP: danske', 'LOCATION: Esrum Sø']
2675;['FACILITY: Vibevej', 'QUANTITY: halvfems hundrede kg']
2676;['DATE: Torsdag, 21. Maj 2015']
2677;['GPE: Auning', 'WORK OF ART: The SIMS']
2678;['GPE: Kolding', 'LOCATION: Fyn', 'EVENT: Britta Nielsen-sagen']
2679;['PRODUCT: Extended Play Gigablack Lash Intense Black', 'LOCATION: Midtfyn', 'LANGUAGE: hindi']
2680;['PERSON: Mollys']
2681;['EVENT: 9/11 {terror attack}', 'MONEY: 4880 kr']
2682;['PERCENT: 77 %', 'GPE: Sønderborgs']
2683;['NORP: norske']
2684;['MONEY: firs dollars', 'LOCATION: Lolland-Falster', 'EVENT: Distortion {music festival}']
2685;['TIME: om dagen']
2686;['QUANTITY: firs millioner g', 'PERSON: Rebecca Ravns']
2687;['GPE: Danmark']
2688;['WORK OF ART: Druk', 'DATE: en uge']
2689;['ORGANIZATION: SIF {football team}']
2690;['DATE: femårig', 'PERCENT: seks procent', 'TIME: i aften']
2691;['DATE: i går', 'GPE: Amsterdam']
2692;['QUANTITY: 196 kvadratmeter']
2693;['LANGUAGE: finsk']
2694;['PERSON: Kis']
2695;['DATE: firserne', 'EVENT: VM i Qatar', 'QUANTITY: 120m']
2696;['ORDINAL: 22.', 'PERSON: Anne-Marie']
2697;['GPE: Danmark']
2698;['PERCENT: 33.13 %', 'PERSON: Marinus Hartmann']
2699;['PERSON: Liam Mathiesen Hviid', 'PERSON: Hans-Christian Thorup']
2700;['GPE: Århus']
2701;['EVENT: Fed Fredag {concert}', 'GPE: Norge']
2702;['DATE: næste år']
2703;['PRODUCT: AR47 {weapon}']
2704;['DATE: 08/06/17', 'GPE: Thorshavn']
2705;['LOCATION: Fuerteventura']
2706;['GPE: Kirke Såby']
2707;['PERCENT: 53 %']
2708;['PERSON: Gudrun I. Borup']
2709;['ORGANIZATION: Fyens Stiftstidende', 'NORP: Kristne']
2710;['ORGANIZATION: @cnnbrk {twitter handle}']
2711;['DATE: imorgen', 'GPE: Vejle', 'PERSON: Tobias Due']
2712;['LOCATION: Jylland', 'QUANTITY: 65mg', 'PERSON: Dirch Passer', 'WORK OF ART: Ved Kongelunden']
2713;['ORGANIZATION: United {football team}']
2714;['ORGANIZATION: Dupont Nutrition Biosciences ApS']
2715;['PERSON: Halima Poulsen Jespersen']
2716;['PERSON: Smilla Andresen', 'ORGANIZATION: SAS AB', 'ORGANIZATION: Danish Crowns']
2717;['DATE: to måneder', 'EVENT: Coachella', 'EVENT: Den Kolde Krig', 'PERSON: Conny Falks']
2718;['MONEY: 9665kr']
2719;['MONEY: 4917 danske kroner']
2720;['PERCENT: tusind procent']
2721;['MONEY: 7417 kr', 'EVENT: Første Verdenskrig']
2722;['ORGANIZATION: Ekstra Bladet']
2723;['WORK OF ART: Jeg Ved Det Godt', 'NORP: tysk']
2724;['QUANTITY: 68 L']
2725;['ORGANIZATION: Dallas Cowboys', 'ORGANIZATION: Naviair', 'LOCATION: Lolland-Falster', 'GPE: Hasle']
2726;['CARDINAL: 1']
2727;['ORGANIZATION: Nordjyske Medier', 'DATE: 2022', 'PERCENT: 84 %']
2728;['QUANTITY: tres mL', 'ORGANIZATION: OISTERs', 'PERSON: Freja Vang']
2729;['PERSON: Joseph Stalin', 'ORDINAL: sekstende', 'PERCENT: 65%']
2730;['ORGANIZATION: TTH Holsterbro {handball team}', 'LAW: lovbekendtgørelse nr. 128', 'ORGANIZATION: Coop Danmark A/S']
2731;['DATE: Søndag']
2732;['TIME: kl. 10.00', 'LANGUAGE: maithili', 'EVENT: Dronningens 70-års-fødselsdag']
2733;['DATE: Tirsdag, 10. August 1999', 'NORP: nordmænd']
2734;['PERSON: Dolph']
2735;['DATE: en måned', 'NORP: SF {political party}', 'PERCENT: 98.67%']
2736;['MONEY: 13KR', 'PRODUCT: Click Mix {candy}', 'DATE: 11/02/05']
2737;['MONEY: DKK5347', 'LOCATION: De Vestindiske Øer', 'GPE: Aalborg']
2738;['ORGANIZATION: Sund & Bælt Holding A/Ss']
2739;['GPE: DKs {country}', 'FACILITY: Lillebæltsbroen']
2740;['WORK OF ART: Bedrag {tv series}', 'QUANTITY: 40m', 'LANGUAGE: dansk']
2741;['TIME: formiddag']
2742;['CARDINAL: 1/3', 'PERSON: Benedikte Svarrer', 'GPE: Odense']
2743;['LOCATION: Sønderjylland']
2744;['DATE: 1981']
2745;['DATE: syv år']
2746;['ORGANIZATION: landsretten']
2747;['FACILITY: Billund lufthavn']
2748;['ORGANIZATION: Meta {company}', 'WORK OF ART: Orange is the new Black']
2749;"['GPE: Næstved', ""PRODUCT: Crush Cheirosa '62 Body Mist""]"
2750;['QUANTITY: halvfjerds hundrede liter']
2751;['LAW: § 5, stk. 1, nr. 2', 'PRODUCT: Knoglestolen', 'PERSON: Christiane Martinussen Basarans']
2752;['PERSON: Phillip', 'LOCATION: Aarhus V']
2753;['ORGANIZATION: FB {facebook}']
2754;['ORGANIZATION: Fredericia HK {handball team}', 'MONEY: 5347 dkk', 'PERSON: Elin X. Kjølhede']
2755;['NORP: Venstre']
2756;['FACILITY: Skovtårnet', 'ORGANIZATION: Presselogen']
2757;['ORGANIZATION: Post Danmark', 'NORP: Det Konservative Folkeparti']
2758;['ORDINAL: 3.']
2759;['NORP: danskere', 'FACILITY: Københavns Rådhus']
2760;['TIME: 10 timer', 'EVENT: Sandy Hook {school shooting}', 'PERSON: Mejse Jakobsen']
2761;['PERSON: Atlas Kirk', 'PRODUCT: Lego Juletræ']
2762;['ORGANIZATION: Fibia', 'ORGANIZATION: Fredericia Maskinmesterskoles', 'PERCENT: 16%']
2763;['FACILITY: Ditlevsdal bisonfarm', 'PERSON: Aya']
2764;"['DATE: Onsdag, 29-Jul-20', 'EVENT: JazzFest Berlin', ""EVENT: Anime Expo 23'""]"
2765;['LANGUAGE: dansk', 'ORGANIZATION: Netto', 'ORDINAL: anden']
2766;['GPE: Kina', 'GPE: Tilst', 'GPE: Odense']
2767;['PRODUCT: Air Max 90 GTX', 'DATE: i morgen']
2768;['NORP: Radikale Venstre', 'DATE: Februar', 'GPE: Ringkøbings']
2769;['GPE: Israel']
2770;['PERCENT: sytten procent']
2771;['LANGUAGE: deutsch', 'LAW: NIS-loven']
2772;['GPE: Wien', 'GPE: Kina']
2773;['LOCATION: Jammerbugten']
2774;['GPE: Aarhus']
2775;['TIME: i aften']
2776;['PERSON: Mille Wolff Johansen', 'PERCENT: 65 %', 'PERCENT: 75%']
2777;['PERSON: Celik']
2778;['GPE: Ribe']
2779;['ORGANIZATION: politiets', 'LANGUAGE: tamil']
2780;['QUANTITY: 224meter', 'QUANTITY: 295 mL', 'ORGANIZATION: Politiken']
2781;['GPE: Danmark']
2782;['FACILITY: Christiansborg', 'ORGANIZATION: adidas', 'PRODUCT: Junior Superstar']
2783;['PERSON: Carl Bjørn Jakobsen']
2784;['MONEY: GBP 1032', 'PERSON: Franciska Rosenkilde']
2785;['LOCATION: Jylland', 'DATE: sidste måned']
2786;['ORGANIZATION: DLA Agro AmbA', 'PERSON: Anja', 'PERSON: Jens Unmack', 'WORK OF ART: Vejen Hjem Fra Rocknroll']
2787;['PERSON: Eva Thomassens']
2788;['EVENT: Tivolis Juleshow']
2789;['PERCENT: nitten procent']
2790;['PERSON: Dorthe Stoustrup Johansson']
2791;['LOCATION: Rødehavet', 'WORK OF ART: d.a.u.d.a. {song}']
2792;['FACILITY: Aarhus Lufthavn', 'PERSON: H.C. Andersens']
2793;['ORGANIZATION: Aalborg Håndbold', 'PERSON: Trump']
2794;['ORGANIZATION: DSV', 'GPE: Ungarn', 'GPE: Kbh', 'GPE: Aalborg']
2795;['FACILITY: Bohrs Tårn']
